Number,ID,Created At,Text,Sentiment,Likes
607,1.82E+18,Wed Jul 31 03:52:22 +0000 2024,"#BudgetForViksitBharat
Union Budget 2024-25 provides special attention to MSMEs and Manufacturing
via NaMo App https://t.co/pRTa4rXaQy",1,0
610,1.82E+18,Wed Jul 31 03:45:35 +0000 2024,"#PersonalFinance | India's #Budget2024-25 allows foreign investors to access tax-free #MutualFunds via #GIFTCity, with lower entry points and easier integration, potentially reshaping the investment landscape. 

#Investment #FinanceNews

(@sashindnj reports)

Read here: https://t.co/idasQOME0c",1,3
611,1.82E+18,Wed Jul 31 03:42:12 +0000 2024,"Horizontal cracks have started in rayta-ecosystem (which already had vertical cracks) post #Budget2024, showing serious structural issues in rayta-gang that wqs built in 2012-13 from second layer of left-leftovers.

Hope light through cracks will create ""jnanodaya"" moment.",-1,30
613,1.82E+18,Wed Jul 31 03:39:05 +0000 2024,"Dear @nitin_gadkari Ji , plz request that lady to remove education &amp; health cess too. 🙏
#Budget2024",-1,0
614,1.82E+18,Wed Jul 31 03:38:50 +0000 2024,"The Centre is urging states to reduce stamp duty, especially for women buyers. Finance Minister #NirmalaSitharaman announced that stamp duty reforms will be integral to urban development schemes in the #UnionBudget2024-25

(@tinaedwin reports)

https://t.co/mWflfOZY4H",1,2
615,1.82E+18,Wed Jul 31 03:35:00 +0000 2024,"No State is being denied any money, says FM Sitharaman

@nsitharaman @FinMinIndia 

#India #Budget2024  
https://t.co/vwmGrF8fmY
Shishir Sinha
Via https://t.co/tiBqQxe4U0 https://t.co/ePyTHA8CBW",0,0
616,1.82E+18,Wed Jul 31 03:33:04 +0000 2024,"Centre collected Rs 98,681 cr from #LTCG tax in FY23, not to abolish #tax on #equities or #mutualfunds  in FY25
#budget2024 @FinMinIndia @IncomeTaxIndia
https://t.co/sLehPnaYEV",0,0
621,1.82E+18,Wed Jul 31 03:27:50 +0000 2024,"In what capacity he is requesting @nsitharaman???

He is a congress supporter now who is criticizing modi ane nirmala.

He should be fired.

#NirmalBang 
#Budget2024",-1,0
624,1.82E+18,Wed Jul 31 03:19:27 +0000 2024,"Why are people from other states frustrated with Bihar getting 60,000 crore and 1 lakh 22 thousand crore fund allocation in central tax revenue allocation and in  #budget2024, is Bihar not the part of Bharat?
Cc
@detective7illu @Levi_Nagawkar @Bihar_se_hai @Bihar_se_hai

bihar",-1,0
625,1.82E+18,Wed Jul 31 03:17:36 +0000 2024,"Standing for-
- tax professionals 
- taxpayers
- morality is a crime?

Voicing -

- #IncomeTaxSiteIssues 
- #Budget2024 misadventure
- #LTCG indexation
- #Incometax_site_not_working  is a sin

If it is a crime, I do this crime and sin nth time...",-1,48
626,1.82E+18,Wed Jul 31 03:16:31 +0000 2024,"[PARTNERED]

Budget 2024 boosts affordable housing, MSMEs, and fiscal prudence. Discover how HFCs, PSU banks, and corporate-facing lenders benefit from this. Insights from HDFC Securities. Watch our video now!

#Budget2024 #Housing #MSME #HDFCSecurities @hdfcsec @HdfcSky https://t.co/mBcq94uKtm",1,0
629,1.82E+18,Wed Jul 31 03:13:24 +0000 2024,"[PARTNERED]

Budget 2024: Affordable Housing and Capital Gains Insights

Budget 2024 boosts affordable housing, but changes in capital gains taxes could be neutral to negative. Get expert advice from HDFC Securities on navigating the sector. Watch our video now! 

#Budget2024 https://t.co/F4hjxsceSJ",1,0
630,1.82E+18,Wed Jul 31 03:11:48 +0000 2024,"Budget 2024 proposed a cut in import duties on gold. Have SGB investors got the short end of the stick? Aarati Krishnan puts this to rest once and for all.

[Free article]

https://t.co/ZJYKDjNmrA

#SGBs #GoldCustomsDuty #SovereignGoldBonds #Budget2024 #GoldInvestment",1,0
633,1.82E+18,Wed Jul 31 02:58:50 +0000 2024,"[PARTNERED]

Budget 2024: Boost for Consumer Durables and EMS

Budget 2024 boosts consumption with higher spending on rural development and infrastructure, benefiting consumer durables and EMS. Learn more with insights from HDFC Securities. Watch our video now! 

#Budget2024 https://t.co/OieqPQYiKf",1,1
634,1.82E+18,Wed Jul 31 02:56:19 +0000 2024,"[Partnered]

Budget 2024: Boost for Chemicals and EV Industry

The EV sector looks promising for long-term investment. Here is why. Watch the video to learn how the budget impacted the chemical industry. Insights from HDFC Securities' experts.

#Budget2024 #EV #HDFCSecurities https://t.co/so7C4Xs9zm",1,1
635,1.82E+18,Wed Jul 31 02:53:15 +0000 2024,"[PARTNERED]

Budget 2024: Key Highlights for Retail and Consumer Discretionary

The budget reduces taxes on gold &amp; silver, potentially boosting demand &amp; benefiting organised jewellery companies. Discover this and more from HDFC Securities. 

#Budget2024 #Retail  #HDFCSecurities https://t.co/i49yk7678w",1,4
636,1.82E+18,Wed Jul 31 02:50:00 +0000 2024,"[PARTNERED]

Budget 2024: Insights on the Oil and Gas Sector
Budget 2024 brought no major changes for the oil and gas sector, but key insights on city gas and refining margins remain. 

Watch our detailed analysis with HDFC Securities. 

#Budget2024 #OilAndGas #HDFCSecurities https://t.co/hfkQqglBTw",1,0
637,1.82E+18,Wed Jul 31 02:48:02 +0000 2024,"Removing indexation is like imposing retrospective tax of an  ex-FM which the current dispensation was critical of!

#budget2024",-1,0
638,1.82E+18,Wed Jul 31 02:46:25 +0000 2024,"[Partnered]

Budget 2024: Key Highlights for IT Services

Budget impacts the IT sector with new share buyback taxation, digitalisation initiatives, &amp; increased IT/ITeS funding. Find out how this benefits TCS, Infosys, &amp; Wipro—insights from HDFC Securities. 

#Budget2024 #IT https://t.co/2tyoUaIU8P",1,0
639,1.82E+18,Wed Jul 31 02:44:34 +0000 2024,"Education allocation of 2.5% in #Budget2024 at 20 yr low is a Masterstroke 💪

Will provide steady supply of manual labour , manual scavengers , security guards, pvt militia - over nxt 20 yrs - who work in ports, infra proj, refineries, mines, jungles

https://t.co/o3JfICIPEy",1,0
640,1.82E+18,Wed Jul 31 02:32:17 +0000 2024,"Parliament's current session named  budget session but these politicians discussed everything except the budget. Rs 6 crs per days of taxpayer get wasted by these jokers elected by taxpayer only.
#Budget2024 
#TaxRegime 
#TaxTerrorism 
@RahulGandhi 
@narendramodi 
@dmuthuk",-1,1
641,1.82E+18,Wed Jul 31 02:31:16 +0000 2024,"Year2030: Government Introduces Tax in social media.
Below will be slab
0-100 followers- NiL
1 to 1k followers - 5 %
1k to 10k followers - 10%
10k to 1 lac followers - 20%
1lac to 10 lac followers - 30%
#BJPAgain #BJP #TDP #Janaaena #Congress #YSRCP #IncomeTaxReturns #Budget2024",0,0
642,1.82E+18,Wed Jul 31 02:28:03 +0000 2024,"Loksabha passes the budget without any discussion. We are expecting @RahulGandhi  and other opposition leader will raise the question on budget but the whole discussion on caste and divide politics. Why waste taxpayer money on parliament
#Budget2024 
@IncomeTaxIndia
#middleclass",-1,1
643,1.82E+18,Wed Jul 31 02:23:19 +0000 2024,"The Economic Survey paints a rosy picture, but Budget 2024 has failed to deliver the promised economic revival package. #Budget2024 #economy 

https://t.co/d3n4mpuSuz",-1,0
644,1.82E+18,Wed Jul 31 02:19:43 +0000 2024,"@IRCTCofficial @AshwiniVaishnaw Cancelled sleeper confirmed tickets before 48 hrs of departure. Max 25% shud be deducted, but 1 tkt deduction is 60% &amp; 2nd tkt deduction 83%. Y Dis loot, wen we middle class are already robbed by #Budget2024
@ZeeNews @indiatvnews @ndtvindia @aajtak",-1,0
645,1.82E+18,Wed Jul 31 02:13:48 +0000 2024,"Union Budget 2024: A blueprint for sustainable growth and development
https://t.co/LAoLfXMVDj via NaMo App",1,0
646,1.82E+18,Wed Jul 31 02:09:40 +0000 2024,"With just a few decisions, the honourable Finance Minister has managed to turn the entire middle class against the BJP. 

When Thiru @dmuthuk pointed out the loopholes in the #Budget2024 and highlighted the struggles faced by the middle class due to her policies….",-1,1
648,1.82E+18,Wed Jul 31 02:03:18 +0000 2024,"#BreakingNews | #BudgetShowdown | #RahulGandhi Vs #AnuragThakur
""BJP abuses anyone who dares to question them"", says Rahul Gandhi after Anurag Thakur's comments on caste

@KuheenaSharma | #BudgetSession2024 https://t.co/CrSAtDdtYJ",-1,10
650,1.82E+18,Wed Jul 31 01:58:57 +0000 2024,"#Budget2024
@narendramodi

#NDA govt- Remove indextn &amp; lower LTCG.

Me- Vote @BJP4India 
&amp; 
no vote to @BJP4Maharashtra!!😜

Why shd I plead to @nsitharaman &amp; @FinMinIndia,
let @Dev_Fadnavis do that to increase #IncomeTax exemptn to 10 L.

#India
@dmuthuk
@htTweets
@hvgoenka",-1,0
651,1.82E+18,Wed Jul 31 01:58:09 +0000 2024,"@narendramodi @ianuragthakur Sorry Mr PM, prashansa from salaried class is a lie ! None ofnus are happy about the taxation. @TVMohandasPai has been voicing it for us and hope you and @nsitharaman listen in and make mendals. Your big urban vote bank is soon to deplete #Budget2024 #narendramodiji",-1,1
652,1.82E+18,Wed Jul 31 01:57:42 +0000 2024,"Gone are the days when BJP required @RahulGandhi to defeat Congress in the battle ground.
Her arrogance and high headedness will pave the way to destroy BJP

2 गुन हैं इनमे:

अपनी समझ नही
दूसरे की सुननी नही

#SirfEkMadamKafiHai @nsitharaman #Budget2024 #draconianTax #TaxTerrorism https://t.co/6IYHZ3aR6R",-1,14
653,1.82E+18,Wed Jul 31 01:52:00 +0000 2024,"#BudgetForViksitBharat
Union Budget 2024-25 allocates ₹11.11 lakh crore for capital expenditure, including ₹1.5 lakh crore for interest-free state loans and ₹26,000 crore for road connectivity projects, boosting national infrastructure and connectivity.
via NaMo App",1,1
654,1.82E+18,Wed Jul 31 01:51:54 +0000 2024,"#BudgetForViksitBharat
Union Budget 2024-25 proposes a financial sector vision for the next 5 years and a climate finance taxonomy to boost capital availability for climate action.
via NaMo App",1,0
655,1.82E+18,Wed Jul 31 01:51:50 +0000 2024,"#BudgetForViksitBharat
The Union Budget 2024-25 aims to elevate the Vishnupad and Mahabodhi Temple corridors to world-class status, develop Rajgir comprehensively, and restore Nalanda University while enhancing Nalanda as a tourist hub.
via NaMo App",1,0
656,1.82E+18,Wed Jul 31 01:51:16 +0000 2024,"#BudgetForViksitBharat
The Union Budget 2024-25 announces the creation of the Anusandhan National Research Fund with a ₹1 lakh crore pool. This fund aims to boost private sector-led research and innovation, focusing on basic research and prototype development.
via NaMo App",1,0
657,1.82E+18,Wed Jul 31 01:51:10 +0000 2024,"#BudgetForViksitBharat
The Union Budget 2024-25 introduces key land reforms: improved land administration, unique IDs for rural land parcels, and a new land registry for rural areas.
via NaMo App",1,0
658,1.82E+18,Wed Jul 31 01:51:07 +0000 2024,"#BudgetForViksitBharat
In labour reforms, the Union Budget 2024-25 proposes integrating the e-Shram portal with other platforms to offer a comprehensive labour services solution. This will include connecting job seekers with employers and skill providers.
via NaMo App",1,0
659,1.82E+18,Wed Jul 31 01:51:00 +0000 2024,"#BudgetForViksitBharat
Major boost for the space economy in the Union Budget 2024! The space sector will expand fivefold in the next decade, with an additional ₹1,000 crore announced to fuel growth and innovation.
via NaMo App",1,0
661,1.82E+18,Wed Jul 31 01:50:56 +0000 2024,"#BudgetForViksitBharat
Big news for tribal communities in the Union Budget 2024-25! The PM Janjatiya Unnat Gram Abhiyan will cover 63,000 villages and benefit 5 crore tribal people, marking a transformative step towards holistic development.
via NaMo App",1,0
662,1.82E+18,Wed Jul 31 01:49:45 +0000 2024,"#BudgetForViksitBharat
The Union Budget 2024-25 focuses on expanding industrial infrastructure by developing new industrial parks in around 100 cities. Additionally, 12 industrial parks have been approved under the National Industrial Corridor Development Programme.
via NaMo App",1,0
663,1.82E+18,Wed Jul 31 01:49:41 +0000 2024,"#BudgetForViksitBharat
The Union Budget 2024 announces a new platform for the Insolvency &amp; Bankruptcy Code, enhancing transparency and consistency. The IBC has resolved over 1,000 companies, achieving direct recovery of ₹3.3 lakh crore for creditors.
via NaMo App",1,0
664,1.82E+18,Wed Jul 31 01:48:29 +0000 2024,"#BudgetForViksitBharat
The Union Budget 2024-25 extends the services of the Centre for Processing Accelerated Corporate Exit to facilitate the voluntary closure of LLPs.
via NaMo App",1,0
665,1.82E+18,Wed Jul 31 01:48:15 +0000 2024,"@psakonx @durai86 @eminum56 For the understanding of simpletons like me. If a property bought in the Year 2001 for 10L is sold for 50L, then the Tax amount at present without indexation benefit is 40L*12.5%=5L. Previously, with #indexation benefit it would have been 10L*20%=2lakhs. Am I right? #Budget2024",0,0
666,1.82E+18,Wed Jul 31 01:47:03 +0000 2024,"#BudgetForViksitBharat
Union Budget 2024-25 proposes: ₹3 lakh crore for women and girls' schemes, over 100 new India Post Payment Bank branches in the North East, and completion of the Polavaram Irrigation Project to ensure national food security.
via NaMo App",1,0
667,1.82E+18,Wed Jul 31 01:44:33 +0000 2024,"#BudgetForViksitBharat
The Union Budget 2024-25 focuses on GYAN—Garib, Yuva, Annadata, and Nari—for holistic development. The PM Garib Kalyan Anna Yojana has been extended for five years, benefiting millions!
via NaMo App",1,0
669,1.82E+18,Wed Jul 31 01:40:38 +0000 2024,"In #Budget2024 STCG #tax on stocks and equity mutual funds increased from 15% to 20%
LTCG has increased from 10 to 12.5% with increase in exemption limit.
If the gains exceed Rs 2.25 lakh in a year, the tax liability will be higher than before (Image) https://t.co/EUNOwD0RX2",1,3
670,1.82E+18,Wed Jul 31 01:31:58 +0000 2024,@narendramodi @nsitharaman And that #picture of #Budget2024 is very pathetic,-1,0
671,1.82E+18,Wed Jul 31 01:31:24 +0000 2024,"&amp; (v) for small and midsize partnership firms, it would add to non compliance which will lead to more litigation and not ease of doing business. Thus again I will request @nsitharamanoffc to kindly withdraw the proposal relating to TDS on partnership remuneration #Budget2024",-1,0
672,1.82E+18,Wed Jul 31 01:31:23 +0000 2024,"(ii) Largely payment made to Partners will be exempt u/s 10(2A), (iii) There will me more cases of tax refunds bcoz of TDS on exempt portion, (iv) There could be a dispute regarding what constitute ""Remuneration"" and What constitutes ""profit withdrawal"", #Budget2024",0,0
674,1.82E+18,Wed Jul 31 01:28:13 +0000 2024,"Yes, they don’t focus camera on @RahulGandhi in the #Parliament . He was laughing when @nsitharaman was narrating about the finance minister staffer who lost his father when he stepped in to stay in isolation for days to work on the #Budget2024 . Is it because his name was",-1,14
675,1.82E+18,Wed Jul 31 01:16:00 +0000 2024,Why does one need @narendramodi to speak much in Parliament when @ianuragthakur alone can shred and take on the whole Oppn and @RahulGandhi? The dynasts were totally shaken and shattered by the superb rebuttal to the ill intentions of the Gandhi scion. #Budget2024,-1,0
676,1.82E+18,Wed Jul 31 01:11:41 +0000 2024,"Rs 8500 Crs penalty for not keeping the minimum balance. Whose these accounts belongs.. poorest people of the country.
Shameful
PNB rec all losses of  Nirav Modi and mehual choksi from poor people. SHAMELESS.
#TaxReformIndia 
#penalty 
#TaxTheRich 
#TaxTerrorism 
#Budget2024 https://t.co/kcv0dAIQY7",-1,1
677,1.82E+18,Wed Jul 31 00:59:14 +0000 2024,"India Union Budget 2024 | PM Modi’s tax plan is squeezing the middle class 
https://t.co/PlIxdESXvz via @deccanherald",-1,1
678,1.82E+18,Wed Jul 31 00:58:00 +0000 2024,"https://t.co/WLu8JXl5e3

Taxes like UK, Service like Somalia
Awesome Speed by Raghav Chadha

#budget2024",-1,1
679,1.82E+18,Wed Jul 31 00:41:28 +0000 2024,"[PARTNERED]

Budget 2024: Key Highlights for Internet &amp; Staffing Companies

Budget's big push to develop skills, generate employment, &amp; create internship opportunities for one crore youth. Watch our video now for insights from HDFC Securities. 

#Budget2024 #ITServices https://t.co/zro1gkNHPW",1,0
680,1.82E+18,Wed Jul 31 00:37:40 +0000 2024,@narendramodi @nsitharaman Worst budget for middle-class salaried employees who work very hard in the corporate sector without any job security. 💼💸 #middleclassblues #jobinsecurity #TaxUpdates #Budget2024 #hightax,-1,0
686,1.82E+18,Tue Jul 30 23:50:36 +0000 2024,"Shameless @RachelReevesMP can’t get a day in without telling lies!

#Budget2024 #LabourLies #VoteOfNoConfidence 
#BlackHole

https://t.co/Tne9Cv8bph",-1,0
687,1.82E+18,Tue Jul 30 23:45:03 +0000 2024,"@nsitharamanoffc Mmji,you say how much you provided in your Union Budget 2024-25 for SCSTs &amp; whether it is proportionate to their population.",0,0
688,1.82E+18,Tue Jul 30 23:24:59 +0000 2024,#NirmalaSitharaman after having fooled #TheCommonPerson one more time with #Budget2024 #BudgetForViksitBharat https://t.co/TX48U64zeM,-1,0
689,1.82E+18,Tue Jul 30 23:23:38 +0000 2024,Even @nsitharaman is clueless 🙈 about tax and #Budget2024 https://t.co/zjVH9p8X93,-1,0
691,1.82E+18,Tue Jul 30 23:07:34 +0000 2024,"When a unexpected person becomes FM, people suffer... Just like a undeserving king becomes king of the country just because of the merits... #tax #Budget2024",-1,0
693,1.82E+18,Tue Jul 30 22:42:01 +0000 2024,"Budget 2024: Mixed reactions from the middle class—some say it's the worst ever. Discover why and how it impacts infrastructure, stock markets, and tax reforms. Dive into our detailed analysis! 💡💸

👉 https://t.co/6bUhndkbEb

#Budget2024 #Finance #EconomicAnalysis #IndiaBudget",-1,0
694,1.82E+18,Tue Jul 30 22:13:06 +0000 2024,"Sorry, this doesn’t feel like a compassionate government!!
@UKLabour you are governing people and children. Change course, improve living conditions, and more importantly give hope. Stop being a robot and a bean counter!!
#Labour_Government 
#Budget2024",-1,0
695,1.82E+18,Tue Jul 30 22:08:26 +0000 2024,"Rahul Gandhi's latest Parliament speech challenges the 2024 budget, criticizing economic monopolies, taxation policies, and the lack of support for farmers and youth. 🔍💬 What are your thoughts on his critique? #IndianPolitics #Budget2024  @RahulGandhi
https://t.co/xy2VH9BooZ",-1,0
696,1.82E+18,Tue Jul 30 22:02:09 +0000 2024,Lots of stock market investors now speaking out against #Budget2024 capital gains tax hike. Why did they think they will escape wrath ?,-1,1
698,1.82E+18,Tue Jul 30 21:49:55 +0000 2024,"The middle class was the biggest supporter of #Modi and #Bjp ! 

Not sure what #Modi is thinking and why he allowed #NirmalaSitharaman to go Ahead with this Anti-middle class budget! 

Is modi government taking the middle class for granted? 

#Budget2024",-1,0
699,1.82E+18,Tue Jul 30 21:34:10 +0000 2024,"@jitendrajain Honest tax payers are minority, so it won't impact much on their vote share . Sad reality. But I will vote NOTA . #Budget2024 #worstbudget #mangomansuffering . Thanks to @BJP4India",-1,0
701,1.82E+18,Tue Jul 30 21:16:17 +0000 2024,Honestly we are cursed!!! 😭💔 At this rate you are going to tax my household items.... #RutoRailaMustGO #impeachment #Budget2024 #Gachagua https://t.co/CSD8pVsfgK,-1,0
702,1.82E+18,Tue Jul 30 21:07:09 +0000 2024,"How do u distract billion ppl from asking u tough questions abt disappointing budget..
Use caste based attack on opposition #Budget2024 #Trending  shameful 
@PMOIndia @narendramodi @BJP4India",-1,0
703,1.82E+18,Tue Jul 30 21:04:45 +0000 2024,"I wish @narendramodi realises that @nsitharaman is the worst finance minister this country ever had. She has 0 qualifications and does not understand basic economics, she ridicules the middle class pf this country only to lick the asses of the rich.#NirmalaSitharaman #Budget2024",-1,0
704,1.82E+18,Tue Jul 30 20:54:06 +0000 2024,"TW :  Union Budget 2024-25: ...healthcare system in India.Key initiatives include reducing the cost and burden of cancer treatment by reducing the ... manufacturing capacity of India.Further, announcement of exemption of customs duties on three cancer… https://t.co/M7Vkb430u7",1,0
708,1.82E+18,Tue Jul 30 20:21:57 +0000 2024,"How are almost all men so naturally updated with all the news and almost all women are so lost when it comes to GK and current affairs 😭
#Paris2024 #Budget2024",-1,1
710,1.82E+18,Tue Jul 30 20:17:47 +0000 2024,"No Politics!!  No Drama!! only Clean and Hard Spitted  facts  in  Budget session by @KapilSibal thank u sir for pointing out the Key things . here is the video - https://t.co/zIAi0rvWbw
 @INCIndia @BJP4India #PMModi  #NirmalaSitharaman  #Budget2024",1,0
713,1.82E+18,Tue Jul 30 19:58:17 +0000 2024,"Parliament debate is gpin on. Suppose to be a budget discussion. What are witnessing all sundry like reservation, constitution but #Budget2024,estimate, any pitfalls. Any improvement matrix... Very bad. @AmitShah @PMOIndia @narendramodi @RahulGandhi",-1,0
714,1.82E+18,Tue Jul 30 19:57:11 +0000 2024,"@ianuragthakur, I enjoyed your today's speech a lot, the way they felt insulted, I felt the same when he called every Hindu a Hinsak. 

Thanks for giving it back nicely, loved it, good one.
 #Budget2024 #BudgetDiscussion #AnuragThakur #OG #Peace",1,0
715,1.82E+18,Tue Jul 30 19:46:05 +0000 2024,@TimesAlgebraIND What is the purpose of knowing the caste of the people who compiled #Budget2024? Do you think their ideas would only reflect their caste? Do you believe the budget would only affect one #Caste and not others? No. So why is there such a fuss about the caste of the team members? Do,1,0
716,1.82E+18,Tue Jul 30 19:35:36 +0000 2024,"Garibon ki seva!
The poor are being served. Unbelievable! Everyone is making money from the middle and poor classes.

The richest have nothing to worry because the needy poor &amp; #middleclass will be taxed, fined, harrassed and given no facilities. 
#Budget2024 
#EconomicPolicy",-1,0
717,1.82E+18,Tue Jul 30 19:31:10 +0000 2024,"Indian peoples wakeup to reality..🤦🏻, don't be like jokers &amp; fools 🤡

A govt which did nothing for middle class except looting tax on tax 📌.

Throw this bjp govt away in 2029 election..😏

#loveisland 
#Wayanad
#Paris2024 
#India 
#bjp #Budget2024
#Modi
#Rahul_Gandhi
#Congress https://t.co/iBtJo0Rqqs",-1,1
718,1.82E+18,Tue Jul 30 19:30:00 +0000 2024,@mrs_roh08 Indian Government under @narendramodi does not have moral. So they dont resign as there is no constitutional reason to resign. #RailwayAccident #NEETPAPERLEAK2024 #Budget2024,-1,0
719,1.82E+18,Tue Jul 30 19:28:22 +0000 2024,@nsitharaman Rich getting richer and poor getting poorer and madam will make sure it stays the same by making middle class weaker and the other two entities stronger.#Budget2024,-1,0
723,1.82E+18,Tue Jul 30 19:19:49 +0000 2024,"The Finance Minister we need.
1. Abolish income tax
2. Money will be in system since there will be no fear.
3. Increase interest rate to 9%.
4. Use that money to provide loans to reduce unemployment.
@dmuthuk @narendramodi 
#Budget2024 #IncomeTaxReturns https://t.co/5XAENlDEYF",1,1934
725,1.82E+18,Tue Jul 30 19:15:43 +0000 2024,"#Assam 
#Geo. area- 78,438 sq km

#Flood2024 -prone area- 31,500 sq km / 39% of total land
  
FlOOD DEATH TOLL - 98 people
TOTAL #district - 35
#Flood affected- 34
Total #village- 26,395
Village afttected- 7, 279/ 27.5% village affected
#Budget2024

'we need techincal officer' https://t.co/uvMTqI7eef",-1,0
728,1.82E+18,Tue Jul 30 19:13:20 +0000 2024,"We have been consistently reducing our education budget (as a % of GDP) and now we are at a 20 year low.
Priorities !

#Budget2024
#ModiGovernment #NirmalaSitharaman https://t.co/h7jGjipfBe",-1,2
729,1.82E+18,Tue Jul 30 19:13:11 +0000 2024,"Nirmala Sitharaman Finance Minister replies on discussion on Budget 2024-25 #budget #loksabha #Budget2024 #USA #UAE
https://t.co/zmER1UCWFg",0,0
730,1.82E+18,Tue Jul 30 19:11:57 +0000 2024,"@nsitharaman  Ma’am I want to ask a question why do you want to only tax the middle class when you can implement new systems to tax rich on net worth (also the rich in this country hold more than 40% of India’s wealth)

#Budget2024  #NirmalaSitharaman #FinanceMinister",-1,0
732,1.82E+18,Tue Jul 30 19:09:39 +0000 2024,"After a disastrous #Budget2024 on #TaxTerrorism , #SEBI has decided to kill small retail traders from F&amp;O. Regretting like hell for supporting anti middle class @BJP4India https://t.co/sGrrTmMZYN",-1,0
733,1.82E+18,Tue Jul 30 19:09:19 +0000 2024,"Budget Pointers 3

New Sub Section (1F) of 206C notified for luxury goods.

Any goods of value exceeding 10 lakh rupees TCS shall be applicable.

Rate of TCS 1%

Goods will be notified by CG.

#Budget2024 
#incometaxwebsite #IncomeTaxReturns",0,0
735,1.82E+18,Tue Jul 30 19:03:38 +0000 2024,@narendramodi @ianuragthakur #Budget2024 which none of the middle class is happy about the government of the day diverted the issue with irs drama,-1,0
736,1.82E+18,Tue Jul 30 19:03:23 +0000 2024,"#Technology #Thread #Semiconductor #Manufacturing #India

The Semiconductor India Budget Not Enough:

1/ - India's Union Budget 2024 Allocates ₹6,900 Crore For Semiconductors, A 52% Increase From 2023.

- This Funding Aims To Support New Semiconductor Manufacturing Players, https://t.co/bGmS0Gc8MW",-1,0
737,1.82E+18,Tue Jul 30 19:03:10 +0000 2024,#Budget2024 which none of the middle class is happy about the government of the day diverted the issue with irs drama,-1,0
738,1.82E+18,Tue Jul 30 18:58:19 +0000 2024,"Middle class to Nirmala: ""But you said no more taxes"" 

Nirmala to the middle class: ""No, more taxes"" 
 
#Budget2024",-1,1
739,1.82E+18,Tue Jul 30 18:52:22 +0000 2024,FM has a basic problem with comprehension. No one is asking her to name all states in budget speech but to distribute nation’s wealth (not hers) equitably. You shouldn’t be generous just to a couple of states because they help you retain POWER. #UnionBudget2024 #Corruption,-1,0
743,1.82E+18,Tue Jul 30 18:37:58 +0000 2024,"Is BJP now back on right track after @ianuragthakur speech today? 🔥

#AnuragThakur
#ParliamentarySession 
#Budget2024",0,1
744,1.82E+18,Tue Jul 30 18:35:22 +0000 2024,"@narendramodi @nsitharaman Despite record GST and income tax collections,no respite to tax payers. Mocking them saying 17500/- relief is more than enough. #NDA literally doesn't have any idea on how to increase the tax net but squeeze more from the honest tax payers. #Budget2024 #TaxTerrorism",-1,1
746,1.82E+18,Tue Jul 30 18:32:03 +0000 2024,"One of the features of this budget is that growth is slowing down, and the government has chosen to remain on the path of fiscal consolidation. How does this square up? 

@jayantsinha and @rajivmemani share their views

#Newstrack #Budget2024 | @RahulKanwal @szarabi https://t.co/cRcjcegYkK",-1,3
748,1.82E+18,Tue Jul 30 18:31:08 +0000 2024,"20 people prepared this budget
There is not a single BC, not a tribal, not a Dalit

#Budget2024 
#RahulGandhiVoiceOfIndia 
#rahulgandhispeech https://t.co/i9tKbV1ww5",0,0
749,1.82E+18,Tue Jul 30 18:29:58 +0000 2024,"Hopeless opposition!

That's why bjp ministers is still enjoying!

Is @INCIndia B Team of @BJP4India to fool Indian citizens?

#Budget2024 #BudgetDiscussion https://t.co/PaYtMaPHl1",-1,0
750,1.82E+18,Tue Jul 30 18:28:27 +0000 2024,@RoshanKrRaii To add more pain he doesn’t pay #IncomeTax as BCCI is charity and wants plumber to pay tax honestly #Budget2024  #TaxTerrorism,-1,0
751,1.82E+18,Tue Jul 30 18:28:24 +0000 2024,"@SudhanshuTrived @BJP4India @BJP4UP @BJPCentralMedia @BJP4Rajasthan @narendramodi @PMOIndia @JPNadda @AmitShah @myogiadityanath @nsitharaman '....पचास साल से वो अंग्रेज़ी ग़ुलामी की रस्म चल रही थी....'

True. Corrupt-Congis were merely exploiting the crooked-colonial-drift in those 60-wasted-yrs post-independence when Corruption And 'Jee-Hujoori' fetched a premium in cong's evil-designs against India ! #Budget2024 https://t.co/iCvWhMGptj",-1,0
752,1.82E+18,Tue Jul 30 18:25:55 +0000 2024,"Wonder if this year’s taxation changes are a prelude to inheritance tax coming in a decade or two

#Budget2024 #LTCG #IndiaAtParis2024 #India #Olympic2024",-1,2
753,1.82E+18,Tue Jul 30 18:25:13 +0000 2024,"Union Budget 2024: Removal Of Indexation Benefit On Real Estate Capital Gains; Tax Rate Cut To 12.5%
#UnionBudget2024 #IndexationBenefit #Removal #RealEstate @bhalu25 
https://t.co/X62B2PmvPI",1,0
755,1.82E+18,Tue Jul 30 18:20:25 +0000 2024,@Cryptic_Miind 😀 they are lucky to win it after #Budget2024 - otherwise #FM would have taxed retrospectively. By the way are you sure custom duty won’t be charged for those medals ? 🎖️ 😀 #TaxTerrorism,0,1
756,1.82E+18,Tue Jul 30 18:18:45 +0000 2024,"Friends... what happens when you spend more than you earn? Pls comment... 
that's exactly the condition of the #ModiGovt #ModiSarkar3 #ModiGovernment today!
Even the basics of finance are missing with FM! #Budget2024",-1,0
